orig_rho,orig_pvalue,n_loo,rho_min,rho_max,p_min,p_max,n_flips,flips_on_removing,robust,gene,tissue,orig_padj
0.7144118424005296,0.0008651895845454932,18,0.6650772754431674,0.8412558177344197,2.318914885052333e-05,0.0035771359424583344,0,[],True,SLC39A7,PB,0.024225308367273813
