scope,signature,n_pairs,median_CXCR3-,median_CXCR3+,median_diff,wilcoxon_p
pooled_both_datasets,unsigned,27,0.13472291827201843,0.1401260942220688,0.01125337928533554,0.001686975359916687
pooled_both_datasets,signed,27,-0.016256501532292793,-0.018390612078032324,-0.006177060306072235,0.0020453035831451416
