scope,signature,n_pairs,median_CXCR3-,median_CXCR3+,median_diff,wilcoxon_p
pooled,unsigned,10,0.0738825649023056,0.09209303557872772,0.020951921120285988,0.001953125
pooled,signed,10,-0.018009584638223584,-0.020359656507415433,-0.01295784554011854,0.322265625
