names,scores,logfoldchanges,pvals,pvals_adj
MT2A,1.9662461,0.7252446,0.04927018024848614,1.0
SLC39A7,1.3374974,1.1588894,0.18106036242068746,1.0
MT1X,1.0485485,0.55933267,0.2943859879722721,1.0
SLC39A6,0.54272956,0.63015753,0.5873160119264998,1.0
MT1F,0.48506653,0.4494472,0.627629150972559,1.0
MT1E,0.33663175,0.6791556,0.7363945275312853,1.0
SLC39A11,0.07382136,-0.11663261,0.9411525305579909,1.0
SLC39A1,0.044989843,0.014966119,0.9641154058826784,1.0
SLC30A1,0.020752357,-0.18440954,0.9834432034917193,1.0
SLC39A9,-0.010455386,-0.21030742,0.9916579611150609,1.0
SLC39A14,-0.034217626,-21.899643,0.9727036111725774,1.0
SLC39A10,-0.06796001,-0.1621154,0.9458174701171277,1.0
SLC30A9,-0.36942363,-1.2181342,0.7118119875391364,1.0
