tissue,dataset,total_counts,n_genes_detected
PB,GSE133028,3538.0,1533
PB,GSE133028,8438.0,2479
PB,GSE133028,2768.0,1025
PB,GSE133028,3227.0,1214
PB,GSE133028,6072.0,1689
PB,GSE133028,4302.0,1612
PB,GSE133028,3792.0,1185
PB,GSE133028,4434.0,1910
PB,GSE133028,3733.0,1292
PB,GSE133028,4429.0,1559
PB,GSE133028,3272.0,1182
PB,GSE133028,3964.0,1381
PB,GSE133028,4159.0,1360
PB,GSE133028,4038.0,1295
PB,GSE133028,4303.0,1829
PB,GSE133028,2952.0,1334
PB,GSE133028,4631.0,1849
PB,GSE133028,3359.0,1130
PB,GSE133028,4946.0,1726
PB,GSE133028,45350.0,5819
PB,GSE133028,2868.0,1209
PB,GSE133028,4944.0,1265
PB,GSE133028,4835.0,1323
PB,GSE133028,5396.0,1674
PB,GSE133028,3835.0,1355
PB,GSE133028,3504.0,1304
PB,GSE133028,3727.0,1803
PB,GSE133028,4558.0,1888
PB,GSE133028,5007.0,1752
PB,GSE133028,6065.0,1527
PB,GSE133028,3509.0,1731
PB,GSE133028,10836.0,3735
PB,GSE133028,4196.0,1511
PB,GSE133028,4460.0,1546
PB,GSE133028,5188.0,1970
PB,GSE133028,5241.0,2354
PB,GSE133028,3293.0,1339
PB,GSE133028,3832.0,1368
PB,GSE133028,3977.0,1724
PB,GSE133028,4129.0,1649
PB,GSE133028,3922.0,1330
PB,GSE133028,3748.0,1395
PB,GSE133028,6320.0,1611
PB,GSE133028,5083.0,1575
PB,GSE133028,3144.0,997
PB,GSE133028,3546.0,1285
PB,GSE133028,4683.0,1938
PB,GSE133028,6473.0,2846
PB,GSE133028,4502.0,1425
PB,GSE133028,3422.0,1175
PB,GSE133028,3447.0,1201
PB,GSE133028,5545.0,1681
PB,GSE133028,2027.0,1116
PB,GSE133028,2930.0,1382
PB,GSE133028,2531.0,1202
PB,GSE133028,3268.0,1163
PB,GSE133028,2922.0,1401
PB,GSE133028,3422.0,1189
PB,GSE133028,2569.0,1200
PB,GSE133028,3624.0,1283
PB,GSE133028,3097.0,1351
PB,GSE133028,4873.0,1873
PB,GSE133028,4156.0,1356
PB,GSE133028,2781.0,1104
PB,GSE133028,3942.0,1470
PB,GSE133028,6290.0,1873
PB,GSE133028,2529.0,1390
PB,GSE133028,3131.0,1368
PB,GSE133028,3869.0,1417
PB,GSE133028,3988.0,1743
PB,GSE133028,5463.0,2084
PB,GSE133028,4211.0,1733
PB,GSE133028,5223.0,2030
PB,GSE133028,3759.0,1756
PB,GSE133028,3087.0,1467
PB,GSE133028,4538.0,1863
PB,GSE133028,3906.0,1329
PB,GSE133028,3153.0,1668
PB,GSE133028,5371.0,1785
PB,GSE133028,3717.0,1224
PB,GSE133028,5710.0,1723
PB,GSE133028,4556.0,1329
PB,GSE133028,4732.0,1635
PB,GSE133028,2783.0,1009
PB,GSE133028,8055.0,2376
PB,GSE133028,2589.0,1182
PB,GSE133028,1278.0,771
PB,GSE133028,8489.0,2418
PB,GSE133028,2935.0,1167
PB,GSE133028,3658.0,1516
PB,GSE133028,843.0,496
PB,GSE133028,5134.0,2035
PB,GSE133028,3294.0,1301
PB,GSE133028,5699.0,1642
PB,GSE133028,5703.0,1686
PB,GSE133028,5018.0,1294
PB,GSE133028,3910.0,1683
PB,GSE133028,4367.0,1273
PB,GSE133028,9515.0,2765
PB,GSE133028,5068.0,2272
PB,GSE133028,4975.0,1582
PB,GSE133028,5626.0,1725
PB,GSE133028,5267.0,1810
PB,GSE133028,7957.0,2592
PB,GSE133028,4192.0,1384
PB,GSE133028,4815.0,1566
PB,GSE133028,37958.0,5321
PB,GSE133028,4718.0,1668
PB,GSE133028,5464.0,1634
PB,GSE133028,3397.0,1180
PB,GSE133028,4571.0,1425
PB,GSE133028,3217.0,1603
PB,GSE133028,3484.0,1320
PB,GSE133028,6533.0,2013
PB,GSE133028,5317.0,1853
PB,GSE133028,7392.0,1990
PB,GSE133028,6054.0,1814
PB,GSE133028,3950.0,1244
PB,GSE133028,3013.0,1363
PB,GSE133028,3273.0,1198
PB,GSE133028,6656.0,1784
PB,GSE133028,7045.0,2515
PB,GSE133028,3932.0,1334
PB,GSE133028,5169.0,1564
PB,GSE133028,5478.0,1733
PB,GSE133028,6371.0,1905
PB,GSE133028,4541.0,1555
PB,GSE133028,5100.0,1693
PB,GSE133028,6849.0,1917
PB,GSE133028,2359.0,1200
PB,GSE133028,4504.0,1561
PB,GSE133028,4815.0,1441
PB,GSE133028,5098.0,1648
PB,GSE133028,3696.0,1292
PB,GSE133028,7001.0,2071
PB,GSE133028,4294.0,1233
PB,GSE133028,26709.0,5467
PB,GSE133028,8255.0,2614
PB,GSE133028,4129.0,1363
PB,GSE133028,4666.0,1516
PB,GSE133028,3918.0,1138
PB,GSE133028,5921.0,1941
PB,GSE133028,4016.0,1436
PB,GSE133028,3353.0,1255
PB,GSE133028,17067.0,3392
PB,GSE133028,4122.0,1163
PB,GSE133028,3326.0,1479
PB,GSE133028,6070.0,1905
PB,GSE133028,2607.0,1213
PB,GSE133028,7519.0,2236
PB,GSE133028,4390.0,1478
PB,GSE133028,4649.0,1270
PB,GSE133028,2823.0,1230
PB,GSE133028,1362.0,815
PB,GSE133028,4529.0,1356
PB,GSE133028,5158.0,1860
PB,GSE133028,4243.0,1499
PB,GSE133028,5177.0,2250
PB,GSE133028,4845.0,1652
PB,GSE133028,4925.0,1539
PB,GSE133028,3011.0,1428
PB,GSE133028,5523.0,1798
PB,GSE133028,11218.0,2954
PB,GSE133028,5338.0,1864
PB,GSE133028,4021.0,1457
PB,GSE133028,4637.0,1806
PB,GSE133028,5575.0,2038
PB,GSE133028,8064.0,3262
PB,GSE133028,4196.0,1280
PB,GSE133028,2775.0,1308
PB,GSE133028,5362.0,1632
PB,GSE133028,3620.0,1508
PB,GSE133028,4552.0,1936
PB,GSE133028,4713.0,1683
PB,GSE133028,3952.0,1671
PB,GSE133028,6879.0,2667
PB,GSE133028,5486.0,1862
PB,GSE133028,4524.0,1419
PB,GSE133028,1212.0,688
PB,GSE133028,3930.0,1232
PB,GSE133028,12533.0,3572
PB,GSE133028,765.0,494
PB,GSE133028,2813.0,1079
PB,GSE133028,5774.0,1846
PB,GSE133028,4400.0,1609
PB,GSE133028,6464.0,2327
PB,GSE133028,4225.0,1555
PB,GSE133028,3750.0,1207
PB,GSE133028,10218.0,2894
PB,GSE133028,5025.0,1917
PB,GSE133028,5315.0,1600
PB,GSE133028,7317.0,1776
PB,GSE133028,3474.0,1688
PB,GSE133028,1193.0,667
PB,GSE133028,10826.0,2990
PB,GSE133028,4238.0,1893
PB,GSE133028,4767.0,2254
PB,GSE133028,6065.0,1789
PB,GSE133028,4731.0,1407
PB,GSE133028,4751.0,1496
PB,GSE133028,13629.0,3609
PB,GSE133028,4482.0,1433
PB,GSE133028,3340.0,1220
PB,GSE133028,3913.0,1522
PB,GSE133028,4576.0,1603
PB,GSE133028,4832.0,1532
PB,GSE133028,7243.0,2037
PB,GSE133028,4037.0,1499
PB,GSE133028,4317.0,1358
PB,GSE133028,3325.0,1046
PB,GSE133028,3986.0,1594
PB,GSE133028,6137.0,1925
PB,GSE133028,9666.0,2754
PB,GSE133028,7632.0,2623
PB,GSE133028,4529.0,1459
PB,GSE133028,1951.0,777
PB,GSE133028,5843.0,1954
PB,GSE133028,4995.0,2242
PB,GSE133028,4303.0,1499
PB,GSE133028,5048.0,1710
PB,GSE133028,5959.0,1881
PB,GSE133028,6656.0,1942
PB,GSE133028,4395.0,1746
PB,GSE133028,7230.0,2801
PB,GSE133028,4978.0,1653
PB,GSE133028,4722.0,1906
PB,GSE133028,6057.0,1982
PB,GSE133028,3591.0,1280
PB,GSE133028,2948.0,1061
PB,GSE133028,5449.0,1428
PB,GSE133028,3061.0,1409
PB,GSE133028,4208.0,1283
PB,GSE133028,3634.0,1641
PB,GSE133028,2884.0,1521
PB,GSE133028,3236.0,1234
PB,GSE133028,2110.0,1134
PB,GSE133028,2527.0,1325
PB,GSE133028,3109.0,1462
PB,GSE133028,5642.0,1678
PB,GSE133028,5770.0,1937
PB,GSE133028,5797.0,1802
PB,GSE133028,2995.0,1340
PB,GSE133028,3786.0,1771
PB,GSE133028,3182.0,1501
PB,GSE133028,3975.0,1389
PB,GSE133028,2792.0,1298
PB,GSE133028,3926.0,1256
PB,GSE133028,5742.0,2164
PB,GSE133028,7002.0,2094
PB,GSE133028,7800.0,2013
PB,GSE133028,2768.0,1321
PB,GSE133028,4346.0,1680
PB,GSE133028,4522.0,1959
PB,GSE133028,4059.0,1524
PB,GSE133028,5139.0,1635
PB,GSE133028,4564.0,1415
PB,GSE133028,3408.0,1451
PB,GSE133028,7797.0,1992
PB,GSE133028,4807.0,1945
PB,GSE133028,4159.0,1435
PB,GSE133028,2698.0,1239
PB,GSE133028,3961.0,1953
PB,GSE133028,3577.0,1682
PB,GSE133028,9649.0,3650
PB,GSE133028,4774.0,1666
PB,GSE133028,4502.0,1541
PB,GSE133028,6590.0,1762
PB,GSE133028,3363.0,1348
PB,GSE133028,2670.0,1157
PB,GSE133028,5711.0,1424
PB,GSE133028,4686.0,2119
PB,GSE133028,8999.0,3132
PB,GSE133028,6234.0,1995
PB,GSE133028,3319.0,1421
PB,GSE133028,3238.0,1301
PB,GSE133028,2704.0,1217
PB,GSE133028,4788.0,1485
PB,GSE133028,3539.0,1043
PB,GSE133028,3431.0,1143
PB,GSE133028,3091.0,1224
PB,GSE133028,3918.0,1521
PB,GSE133028,5039.0,1554
PB,GSE133028,4215.0,1330
PB,GSE133028,3593.0,1361
PB,GSE133028,2889.0,1304
PB,GSE133028,2856.0,1060
PB,GSE133028,3849.0,1290
PB,GSE133028,7276.0,2335
PB,GSE133028,5223.0,1677
PB,GSE133028,2857.0,1045
PB,GSE133028,7771.0,2236
PB,GSE133028,3440.0,1075
PB,GSE133028,4001.0,1687
PB,GSE133028,6613.0,1926
PB,GSE133028,4465.0,1477
PB,GSE133028,2487.0,1261
PB,GSE133028,4844.0,1751
PB,GSE133028,9066.0,3038
PB,GSE133028,4196.0,1561
PB,GSE133028,5006.0,1985
PB,GSE133028,2085.0,843
PB,GSE133028,2805.0,1121
PB,GSE133028,10153.0,3120
PB,GSE133028,6420.0,1934
PB,GSE133028,10763.0,3049
PB,GSE133028,6233.0,1797
PB,GSE133028,9196.0,3376
PB,GSE133028,7147.0,2278
PB,GSE133028,4971.0,1900
PB,GSE133028,4273.0,1613
PB,GSE133028,6273.0,2154
PB,GSE133028,4917.0,2126
PB,GSE133028,6313.0,2684
PB,GSE133028,3387.0,1346
PB,GSE133028,4461.0,1688
PB,GSE133028,3878.0,1578
PB,GSE133028,5077.0,1544
PB,GSE133028,5337.0,2219
PB,GSE133028,3911.0,1315
PB,GSE133028,5453.0,1514
PB,GSE133028,7809.0,2260
PB,GSE133028,3674.0,1922
PB,GSE133028,5631.0,1805
PB,GSE133028,4888.0,1420
PB,GSE133028,12467.0,2256
PB,GSE133028,2159.0,1012
PB,GSE133028,6069.0,1971
PB,GSE133028,4545.0,1545
PB,GSE133028,2900.0,1017
PB,GSE133028,4044.0,1226
PB,GSE133028,2859.0,1487
PB,GSE133028,3629.0,1298
PB,GSE133028,4924.0,1492
PB,GSE133028,4137.0,1564
PB,GSE133028,4334.0,1530
PB,GSE133028,2964.0,1215
PB,GSE133028,4667.0,1519
PB,GSE133028,2360.0,891
PB,GSE133028,3738.0,1303
PB,GSE133028,3797.0,1719
PB,GSE133028,3747.0,1304
PB,GSE133028,3650.0,1269
PB,GSE133028,3254.0,1457
PB,GSE133028,2513.0,968
PB,GSE133028,3054.0,1057
PB,GSE133028,3202.0,1122
PB,GSE133028,5518.0,1867
PB,GSE133028,7876.0,2414
PB,GSE133028,3862.0,1255
PB,GSE133028,4944.0,1509
PB,GSE133028,4455.0,1939
PB,GSE133028,5885.0,1808
PB,GSE133028,3756.0,1854
PB,GSE133028,2428.0,1396
PB,GSE133028,5007.0,1494
PB,GSE133028,3486.0,1515
PB,GSE133028,3741.0,1608
PB,GSE133028,4532.0,1668
PB,GSE133028,3626.0,1424
PB,GSE133028,2682.0,1317
PB,GSE133028,1337.0,801
PB,GSE133028,6980.0,2364
PB,GSE133028,2971.0,1417
PB,GSE133028,4284.0,1342
PB,GSE133028,2195.0,1096
PB,GSE133028,4810.0,1674
PB,GSE133028,3134.0,1167
PB,GSE133028,5423.0,1652
PB,GSE133028,9943.0,3020
PB,GSE133028,3742.0,1458
PB,GSE133028,5522.0,2312
PB,GSE133028,4902.0,1657
PB,GSE133028,4476.0,1787
PB,GSE133028,7888.0,2076
PB,GSE133028,4117.0,1502
PB,GSE133028,5180.0,1498
PB,GSE133028,4913.0,1545
PB,GSE133028,4178.0,1385
PB,GSE133028,5118.0,1684
PB,GSE133028,4085.0,1816
PB,GSE133028,5940.0,1874
PB,GSE133028,3814.0,1699
PB,GSE133028,4066.0,1370
PB,GSE133028,5301.0,1773
PB,GSE133028,5247.0,1726
PB,GSE133028,6396.0,1959
PB,GSE133028,3881.0,1520
PB,GSE133028,4570.0,1582
PB,GSE133028,9148.0,2248
PB,GSE133028,3654.0,1689
PB,GSE133028,4068.0,1243
PB,GSE133028,4325.0,1538
PB,GSE133028,3732.0,1240
PB,GSE133028,4805.0,1424
PB,GSE133028,2726.0,1432
PB,GSE133028,6817.0,2962
PB,GSE133028,3045.0,1371
PB,GSE133028,4641.0,1733
PB,GSE133028,4886.0,1983
PB,GSE133028,8704.0,2624
PB,GSE133028,3336.0,1414
PB,GSE133028,8602.0,2177
PB,GSE133028,4944.0,1701
PB,GSE133028,3985.0,1477
PB,GSE133028,3305.0,1239
PB,GSE133028,3713.0,1652
PB,GSE133028,4352.0,1675
PB,GSE133028,3652.0,1504
PB,GSE133028,2822.0,1127
PB,GSE133028,3041.0,1193
PB,GSE133028,1692.0,918
PB,GSE133028,4974.0,2494
PB,GSE133028,3910.0,1249
PB,GSE133028,5298.0,1629
PB,GSE133028,1468.0,790
PB,GSE133028,2754.0,1089
PB,GSE133028,4001.0,1344
PB,GSE133028,1704.0,1045
PB,GSE133028,5092.0,1788
PB,GSE133028,11049.0,2926
PB,GSE133028,3541.0,1517
PB,GSE133028,4622.0,1595
PB,GSE133028,8538.0,2406
PB,GSE133028,5972.0,1818
PB,GSE133028,3758.0,1403
PB,GSE133028,6154.0,1798
PB,GSE133028,6783.0,2090
PB,GSE133028,4148.0,1366
PB,GSE133028,5853.0,2013
PB,GSE133028,3325.0,1090
PB,GSE133028,3445.0,1576
PB,GSE133028,5174.0,1711
PB,GSE133028,4656.0,1749
PB,GSE133028,6890.0,2105
PB,GSE133028,3896.0,1313
PB,GSE133028,15450.0,3931
PB,GSE133028,4192.0,1364
PB,GSE133028,3089.0,1384
PB,GSE133028,2086.0,1030
PB,GSE133028,3758.0,1778
PB,GSE133028,3571.0,1618
PB,GSE133028,2667.0,976
PB,GSE133028,3695.0,1721
PB,GSE133028,4830.0,1618
PB,GSE133028,3391.0,1556
PB,GSE133028,8919.0,2651
PB,GSE133028,5092.0,2280
PB,GSE133028,6631.0,2963
PB,GSE133028,5028.0,1592
PB,GSE133028,4241.0,1434
PB,GSE133028,4890.0,1636
PB,GSE133028,593.0,332
PB,GSE133028,6239.0,1826
PB,GSE133028,3827.0,1250
PB,GSE133028,1232.0,689
PB,GSE133028,5623.0,1486
PB,GSE133028,1888.0,956
PB,GSE133028,3015.0,1259
PB,GSE133028,4659.0,1478
PB,GSE133028,6368.0,2197
PB,GSE133028,7096.0,2066
PB,GSE133028,6516.0,2090
PB,GSE133028,2466.0,1242
PB,GSE133028,6242.0,2829
PB,GSE133028,2138.0,1171
PB,GSE133028,3005.0,1417
PB,GSE133028,3118.0,1235
PB,GSE133028,5760.0,1798
PB,GSE133028,3681.0,1171
PB,GSE133028,7143.0,2355
PB,GSE133028,3358.0,1635
PB,GSE133028,2612.0,1272
PB,GSE133028,3991.0,1308
PB,GSE133028,4076.0,1451
PB,GSE133028,5380.0,1644
PB,GSE133028,4298.0,1420
PB,GSE133028,6247.0,2096
PB,GSE133028,5225.0,1637
PB,GSE133028,3934.0,1668
PB,GSE133028,5431.0,2354
PB,GSE133028,2953.0,1320
PB,GSE133028,2863.0,1432
PB,GSE133028,4823.0,1735
PB,GSE133028,1617.0,958
PB,GSE133028,4649.0,1963
PB,GSE133028,4491.0,1412
PB,GSE133028,5134.0,1552
PB,GSE133028,5148.0,1836
PB,GSE133028,5346.0,1545
PB,GSE133028,3799.0,1835
PB,GSE133028,4838.0,1724
PB,GSE133028,4317.0,1435
PB,GSE133028,8273.0,2584
PB,GSE133028,3566.0,1259
PB,GSE133028,4079.0,1684
PB,GSE133028,5425.0,2269
PB,GSE133028,4022.0,1501
PB,GSE133028,6790.0,1956
PB,GSE133028,6425.0,2462
PB,GSE133028,2790.0,1082
PB,GSE133028,6465.0,2130
PB,GSE133028,5406.0,1618
PB,GSE133028,5519.0,1517
PB,GSE133028,1649.0,900
PB,GSE133028,4016.0,1560
PB,GSE133028,1550.0,951
PB,GSE133028,3586.0,1768
PB,GSE133028,6417.0,1906
PB,GSE133028,4208.0,1226
PB,GSE133028,4086.0,1374
PB,GSE133028,4959.0,1682
PB,GSE133028,4105.0,1815
PB,GSE133028,4036.0,1265
PB,GSE133028,5344.0,1719
PB,GSE133028,6811.0,2233
PB,GSE133028,3201.0,1397
PB,GSE133028,6264.0,1859
PB,GSE133028,3227.0,1520
PB,GSE133028,4128.0,1686
PB,GSE133028,3302.0,1173
PB,GSE133028,4646.0,2101
PB,GSE133028,5394.0,2380
PB,GSE133028,5173.0,1495
PB,GSE133028,1276.0,713
PB,GSE133028,3603.0,1265
PB,GSE133028,4556.0,1367
PB,GSE133028,6678.0,1948
PB,GSE133028,10739.0,3336
PB,GSE133028,4760.0,1506
PB,GSE133028,2696.0,1274
PB,GSE133028,4753.0,1596
PB,GSE133028,5903.0,1622
PB,GSE133028,10151.0,3023
PB,GSE133028,4647.0,1413
PB,GSE133028,3423.0,1376
PB,GSE133028,2437.0,1080
PB,GSE133028,2611.0,1324
PB,GSE133028,2873.0,1310
PB,GSE133028,3429.0,1173
PB,GSE133028,3220.0,1205
PB,GSE133028,3340.0,1401
PB,GSE133028,3498.0,1384
PB,GSE133028,3978.0,1289
PB,GSE133028,6411.0,1763
PB,GSE133028,3117.0,1353
PB,GSE133028,5824.0,1525
PB,GSE133028,4018.0,1380
PB,GSE133028,2946.0,980
PB,GSE133028,4091.0,1440
PB,GSE133028,7125.0,2064
PB,GSE133028,4118.0,1875
PB,GSE133028,4428.0,1491
PB,GSE133028,9379.0,2935
PB,GSE133028,3383.0,1528
PB,GSE133028,3602.0,1270
PB,GSE133028,5864.0,1696
PB,GSE133028,5249.0,1566
PB,GSE133028,4001.0,1264
PB,GSE133028,5091.0,1682
PB,GSE133028,4062.0,1734
PB,GSE133028,4431.0,1606
PB,GSE133028,4744.0,1448
PB,GSE133028,2972.0,1416
PB,GSE133028,5398.0,1661
PB,GSE133028,5204.0,1575
PB,GSE133028,6116.0,2191
PB,GSE133028,2612.0,1077
PB,GSE133028,3387.0,1193
PB,GSE133028,6089.0,2270
PB,GSE133028,3586.0,1327
PB,GSE133028,3121.0,1596
PB,GSE133028,3914.0,1213
PB,GSE133028,8749.0,2598
PB,GSE133028,4898.0,1392
PB,GSE133028,6812.0,2212
PB,GSE133028,4326.0,1687
PB,GSE133028,5781.0,2443
PB,GSE133028,3704.0,1310
PB,GSE133028,2672.0,1266
PB,GSE133028,4048.0,1523
PB,GSE133028,5117.0,1741
PB,GSE133028,3787.0,1254
PB,GSE133028,3708.0,1404
PB,GSE133028,2955.0,1195
PB,GSE133028,4678.0,1621
PB,GSE133028,3453.0,1490
PB,GSE133028,8102.0,2090
PB,GSE133028,3117.0,1331
PB,GSE133028,4176.0,1674
PB,GSE133028,28425.0,4555
PB,GSE133028,5628.0,1420
PB,GSE133028,1081.0,637
PB,GSE133028,5391.0,1511
PB,GSE133028,3535.0,1230
PB,GSE133028,10087.0,2707
PB,GSE133028,3795.0,1508
PB,GSE133028,3571.0,1685
PB,GSE133028,4195.0,1434
PB,GSE133028,4333.0,1572
PB,GSE133028,5779.0,1803
PB,GSE133028,2953.0,1072
PB,GSE133028,2727.0,1024
PB,GSE133028,5464.0,1838
PB,GSE133028,3943.0,1265
PB,GSE133028,3576.0,1526
PB,GSE133028,5877.0,1802
PB,GSE133028,2996.0,1134
PB,GSE133028,2373.0,1076
PB,GSE133028,3691.0,1486
PB,GSE133028,4532.0,1439
PB,GSE133028,3173.0,1233
PB,GSE133028,3769.0,1427
PB,GSE133028,3148.0,1350
PB,GSE133028,4238.0,1602
PB,GSE133028,6014.0,2235
PB,GSE133028,9707.0,2319
PB,GSE133028,4057.0,1519
PB,GSE133028,3081.0,1341
PB,GSE133028,3150.0,1354
PB,GSE133028,4710.0,1839
PB,GSE133028,3845.0,1715
PB,GSE133028,5684.0,1640
PB,GSE133028,3211.0,1220
PB,GSE133028,2303.0,1176
PB,GSE133028,9007.0,2309
PB,GSE133028,4352.0,1814
PB,GSE133028,7612.0,2398
PB,GSE133028,2877.0,1545
PB,GSE133028,5646.0,1579
PB,GSE133028,7890.0,2566
PB,GSE133028,8904.0,3499
PB,GSE133028,4358.0,1437
PB,GSE133028,6310.0,1968
PB,GSE133028,5385.0,1606
PB,GSE133028,3167.0,1157
PB,GSE133028,4482.0,1601
PB,GSE133028,6017.0,1983
PB,GSE133028,3866.0,1885
PB,GSE133028,5711.0,1698
PB,GSE133028,4397.0,1807
PB,GSE133028,3323.0,1187
PB,GSE133028,4876.0,1606
PB,GSE133028,4825.0,1864
PB,GSE133028,4651.0,1664
PB,GSE133028,3865.0,1619
PB,GSE133028,4372.0,1479
PB,GSE133028,1640.0,950
PB,GSE133028,11565.0,3499
PB,GSE133028,3032.0,1336
PB,GSE133028,3879.0,1837
PB,GSE133028,5886.0,1710
PB,GSE133028,3455.0,1532
PB,GSE133028,2411.0,1176
PB,GSE133028,5213.0,1676
PB,GSE133028,11782.0,3054
PB,GSE133028,4257.0,1384
PB,GSE133028,6847.0,1990
PB,GSE133028,5789.0,1685
PB,GSE133028,4214.0,1780
PB,GSE133028,5519.0,1708
PB,GSE133028,5109.0,1580
PB,GSE133028,2827.0,1007
PB,GSE133028,3163.0,1477
PB,GSE133028,3518.0,1548
PB,GSE133028,6629.0,2468
PB,GSE133028,4032.0,1302
PB,GSE133028,9159.0,2883
PB,GSE133028,3373.0,1335
PB,GSE133028,9692.0,3382
PB,GSE133028,2523.0,1123
PB,GSE133028,7976.0,2515
PB,GSE133028,8598.0,2300
PB,GSE133028,4002.0,1204
PB,GSE133028,4445.0,1774
PB,GSE133028,6942.0,2428
PB,GSE133028,5273.0,1771
PB,GSE133028,5100.0,1601
PB,GSE133028,3094.0,1388
PB,GSE133028,5658.0,1907
PB,GSE133028,3750.0,1417
PB,GSE133028,3250.0,1473
PB,GSE133028,7091.0,2132
PB,GSE133028,4405.0,1533
PB,GSE133028,3581.0,1214
PB,GSE133028,4053.0,1297
PB,GSE133028,2227.0,1081
PB,GSE133028,4833.0,1754
PB,GSE133028,1429.0,802
PB,GSE133028,4283.0,1383
PB,GSE133028,5058.0,1611
PB,GSE133028,7356.0,2091
PB,GSE133028,4806.0,1506
PB,GSE133028,1756.0,913
PB,GSE133028,5721.0,1738
PB,GSE133028,4158.0,1472
PB,GSE133028,3657.0,1169
PB,GSE133028,5226.0,2198
PB,GSE133028,4002.0,1533
PB,GSE133028,3532.0,1482
PB,GSE133028,3922.0,1271
PB,GSE133028,4610.0,1896
PB,GSE133028,5135.0,1616
PB,GSE133028,3222.0,1131
PB,GSE133028,12220.0,3119
PB,GSE133028,4340.0,1687
PB,GSE133028,3350.0,1474
PB,GSE133028,2399.0,1193
PB,GSE133028,4126.0,1738
PB,GSE133028,5594.0,1730
PB,GSE133028,4565.0,1733
PB,GSE133028,6339.0,1914
PB,GSE133028,4769.0,1738
PB,GSE133028,3885.0,1209
PB,GSE133028,3866.0,1411
PB,GSE133028,11746.0,3843
PB,GSE133028,5140.0,1677
PB,GSE133028,3873.0,1488
PB,GSE133028,3441.0,1369
PB,GSE133028,1971.0,882
PB,GSE133028,2985.0,1362
PB,GSE133028,5112.0,2068
PB,GSE133028,3032.0,1429
PB,GSE133028,3993.0,1309
PB,GSE133028,3167.0,1137
PB,GSE133028,4104.0,1809
PB,GSE133028,3721.0,1633
PB,GSE133028,2615.0,1238
PB,GSE133028,3522.0,1462
PB,GSE133028,5601.0,1853
PB,GSE133028,4923.0,1508
PB,GSE133028,1263.0,707
PB,GSE133028,5783.0,1771
PB,GSE133028,1442.0,855
PB,GSE133028,1258.0,725
PB,GSE133028,4346.0,1810
PB,GSE133028,17806.0,3951
PB,GSE133028,3996.0,1837
PB,GSE133028,6763.0,2254
PB,GSE133028,3421.0,1562
PB,GSE133028,6225.0,1758
PB,GSE133028,3618.0,1294
PB,GSE133028,5485.0,1721
PB,GSE133028,4652.0,1743
PB,GSE133028,3322.0,1291
PB,GSE133028,4087.0,1422
PB,GSE133028,4485.0,1530
PB,GSE133028,2696.0,1199
PB,GSE133028,3206.0,1497
PB,GSE133028,3976.0,1423
PB,GSE133028,3627.0,1457
PB,GSE133028,4302.0,1629
PB,GSE133028,974.0,682
PB,GSE133028,4693.0,1503
PB,GSE133028,6581.0,1952
PB,GSE133028,4567.0,1466
PB,GSE133028,5408.0,2302
PB,GSE133028,4506.0,1533
PB,GSE133028,5155.0,1736
PB,GSE133028,5085.0,1511
PB,GSE133028,4128.0,1669
PB,GSE133028,4535.0,1526
PB,GSE133028,4462.0,2021
PB,GSE133028,3750.0,1134
PB,GSE133028,4297.0,1652
PB,GSE133028,4952.0,1520
PB,GSE133028,1544.0,905
PB,GSE133028,4386.0,1339
PB,GSE133028,11028.0,3416
PB,GSE133028,4922.0,1649
PB,GSE133028,4549.0,1385
PB,GSE133028,3498.0,1288
PB,GSE133028,6313.0,1908
PB,GSE133028,10741.0,3004
PB,GSE133028,2642.0,1317
PB,GSE133028,2846.0,1077
PB,GSE133028,3688.0,1616
PB,GSE133028,7492.0,2297
PB,GSE133028,4016.0,1225
PB,GSE133028,3652.0,1446
PB,GSE133028,4737.0,1566
PB,GSE133028,2745.0,1178
PB,GSE133028,4715.0,2234
PB,GSE133028,3897.0,1386
PB,GSE133028,14933.0,3809
PB,GSE133028,3242.0,1200
PB,GSE133028,2107.0,1110
PB,GSE133028,1967.0,1063
PB,GSE133028,3432.0,1649
PB,GSE133028,3387.0,1205
PB,GSE133028,5191.0,1910
PB,GSE133028,2967.0,1123
PB,GSE133028,2158.0,1038
PB,GSE133028,4232.0,1586
PB,GSE133028,3004.0,1242
PB,GSE133028,3567.0,1445
PB,GSE133028,5350.0,2470
PB,GSE133028,4800.0,1765
PB,GSE133028,2640.0,1220
PB,GSE133028,3410.0,1116
PB,GSE133028,20025.0,3161
PB,GSE133028,3138.0,1258
PB,GSE133028,4615.0,1552
PB,GSE133028,5611.0,1768
PB,GSE133028,2783.0,1380
PB,GSE133028,3033.0,1382
PB,GSE133028,3829.0,1889
PB,GSE133028,4770.0,1614
PB,GSE133028,3305.0,1270
PB,GSE133028,3945.0,1762
PB,GSE133028,5219.0,1753
PB,GSE133028,2636.0,1197
PB,GSE133028,4110.0,1425
PB,GSE133028,2977.0,1194
PB,GSE133028,8360.0,2866
PB,GSE133028,6125.0,2373
PB,GSE133028,4036.0,1506
PB,GSE133028,1945.0,998
PB,GSE133028,4050.0,1577
PB,GSE133028,5508.0,1307
PB,GSE133028,6393.0,1979
PB,GSE133028,5171.0,1387
PB,GSE133028,3328.0,1731
PB,GSE133028,5431.0,2375
PB,GSE133028,4936.0,1891
