tissue,dataset,total_counts,n_genes_detected
PB,GSE133028,16328.0,4376
PB,GSE133028,4233.0,1840
PB,GSE133028,3980.0,1221
PB,GSE133028,2756.0,1335
PB,GSE133028,3900.0,1582
PB,GSE133028,3355.0,1267
PB,GSE133028,2318.0,1071
PB,GSE133028,5100.0,2022
PB,GSE133028,3745.0,1335
PB,GSE133028,1990.0,985
PB,GSE133028,2874.0,1318
PB,GSE133028,2009.0,1225
PB,GSE133028,10341.0,2942
PB,GSE133028,4347.0,1521
PB,GSE133028,2919.0,1321
PB,GSE133028,3535.0,1283
PB,GSE133028,5934.0,2189
PB,GSE133028,2709.0,1230
PB,GSE133028,12707.0,3976
PB,GSE133028,2047.0,932
PB,GSE133028,2444.0,1138
PB,GSE133028,3802.0,1647
PB,GSE133028,3322.0,1468
PB,GSE133028,1963.0,928
PB,GSE133028,4961.0,2376
PB,GSE133028,2611.0,1325
PB,GSE133028,4312.0,1413
PB,GSE133028,3527.0,1430
PB,GSE133028,3870.0,1651
PB,GSE133028,12306.0,3921
PB,GSE133028,2812.0,1395
PB,GSE133028,5328.0,2136
PB,GSE133028,1831.0,987
PB,GSE133028,4465.0,1659
PB,GSE133028,2491.0,1271
PB,GSE133028,2760.0,1210
PB,GSE133028,2575.0,1326
PB,GSE133028,2928.0,1374
PB,GSE133028,2888.0,1382
PB,GSE133028,2394.0,1288
PB,GSE133028,2126.0,1127
PB,GSE133028,2574.0,1107
PB,GSE133028,2123.0,1152
PB,GSE133028,4331.0,1444
PB,GSE133028,3686.0,1536
PB,GSE133028,2975.0,1284
PB,GSE133028,4299.0,1903
PB,GSE133028,2745.0,1360
PB,GSE133028,3286.0,1250
PB,GSE133028,1691.0,707
PB,GSE133028,3602.0,1355
PB,GSE133028,2500.0,1166
PB,GSE133028,2791.0,1147
PB,GSE133028,2203.0,1127
PB,GSE133028,2038.0,1104
PB,GSE133028,2863.0,1404
PB,GSE133028,6856.0,2581
PB,GSE133028,12111.0,3524
PB,GSE133028,6284.0,2081
PB,GSE133028,5943.0,1856
PB,GSE133028,2640.0,1258
PB,GSE133028,3774.0,1508
PB,GSE133028,3215.0,1366
PB,GSE133028,4595.0,1495
PB,GSE133028,2451.0,1125
PB,GSE133028,3260.0,1210
PB,GSE133028,3963.0,1367
PB,GSE133028,2369.0,800
PB,GSE133028,6228.0,2440
PB,GSE133028,4421.0,1765
PB,GSE133028,1481.0,928
PB,GSE133028,2361.0,1075
PB,GSE133028,7788.0,2282
PB,GSE133028,3325.0,1508
PB,GSE133028,2595.0,1228
PB,GSE133028,4647.0,1489
PB,GSE133028,2822.0,1622
PB,GSE133028,8876.0,3009
PB,GSE133028,6592.0,2538
PB,GSE133028,3988.0,1617
PB,GSE133028,2655.0,1233
PB,GSE133028,4337.0,2005
PB,GSE133028,5992.0,1969
PB,GSE133028,6138.0,2133
PB,GSE133028,3308.0,1756
PB,GSE133028,3557.0,1387
PB,GSE133028,2592.0,1274
PB,GSE133028,3152.0,1109
PB,GSE133028,3346.0,1271
PB,GSE133028,7733.0,2721
PB,GSE133028,4208.0,1813
PB,GSE133028,3244.0,1915
PB,GSE133028,2048.0,1248
PB,GSE133028,2158.0,1057
PB,GSE133028,829.0,495
PB,GSE133028,2642.0,1058
PB,GSE133028,3014.0,1206
PB,GSE133028,2526.0,1040
PB,GSE133028,2428.0,1182
PB,GSE133028,4786.0,1570
PB,GSE133028,3632.0,1442
PB,GSE133028,2375.0,1053
PB,GSE133028,3531.0,1309
PB,GSE133028,2505.0,1371
PB,GSE133028,2325.0,1057
PB,GSE133028,3484.0,1392
PB,GSE133028,3781.0,1756
PB,GSE133028,2302.0,1033
PB,GSE133028,3738.0,1778
PB,GSE133028,3720.0,1446
PB,GSE133028,2511.0,1195
PB,GSE133028,4768.0,1761
PB,GSE133028,597.0,424
PB,GSE133028,2520.0,1267
PB,GSE133028,1871.0,977
PB,GSE133028,2464.0,1264
PB,GSE133028,2464.0,1224
PB,GSE133028,2535.0,982
PB,GSE133028,1417.0,858
PB,GSE133028,2602.0,1088
PB,GSE133028,2077.0,935
PB,GSE133028,971.0,571
PB,GSE133028,3983.0,1634
PB,GSE133028,3082.0,1525
PB,GSE133028,3527.0,1702
PB,GSE133028,2813.0,1244
PB,GSE133028,2689.0,1102
PB,GSE133028,5283.0,1795
PB,GSE133028,5970.0,2414
PB,GSE133028,2058.0,1027
PB,GSE133028,8112.0,2933
PB,GSE133028,2335.0,1138
PB,GSE133028,1831.0,863
PB,GSE133028,5073.0,1965
PB,GSE133028,1365.0,803
PB,GSE133028,2323.0,1071
PB,GSE133028,1948.0,1053
PB,GSE133028,15741.0,2614
PB,GSE133028,2845.0,1394
PB,GSE133028,3142.0,1338
PB,GSE133028,2297.0,1216
PB,GSE133028,7025.0,2607
PB,GSE133028,3529.0,1290
PB,GSE133028,5297.0,1750
PB,GSE133028,2391.0,1240
PB,GSE133028,2773.0,1436
PB,GSE133028,2767.0,1099
PB,GSE133028,2443.0,968
PB,GSE133028,4211.0,1546
PB,GSE133028,1523.0,924
PB,GSE133028,2685.0,1248
PB,GSE133028,2891.0,1263
PB,GSE133028,2525.0,1347
PB,GSE133028,1226.0,829
PB,GSE133028,4463.0,1794
PB,GSE133028,4579.0,1653
PB,GSE133028,3382.0,1218
PB,GSE133028,1894.0,1030
PB,GSE133028,2259.0,991
PB,GSE133028,2782.0,1125
PB,GSE133028,2481.0,1268
PB,GSE133028,2231.0,1178
PB,GSE133028,3399.0,1075
PB,GSE133028,2080.0,847
PB,GSE133028,1833.0,809
PB,GSE133028,1255.0,776
PB,GSE133028,1870.0,784
PB,GSE133028,3508.0,1441
PB,GSE133028,2382.0,1206
PB,GSE133028,2004.0,972
PB,GSE133028,2765.0,1042
PB,GSE133028,2589.0,1307
PB,GSE133028,2394.0,1136
PB,GSE133028,2527.0,989
PB,GSE133028,4497.0,1780
PB,GSE133028,2044.0,1050
PB,GSE133028,2996.0,1330
PB,GSE133028,2992.0,1272
PB,GSE133028,5846.0,1984
PB,GSE133028,3012.0,1226
PB,GSE133028,4421.0,1606
PB,GSE133028,2078.0,1087
PB,GSE133028,2446.0,978
PB,GSE133028,7478.0,2310
PB,GSE133028,3320.0,1393
PB,GSE133028,757.0,487
PB,GSE133028,2936.0,1264
PB,GSE133028,2167.0,1001
PB,GSE133028,4235.0,1318
PB,GSE133028,1156.0,748
PB,GSE133028,5765.0,2284
PB,GSE133028,2639.0,1031
PB,GSE133028,1612.0,974
PB,GSE133028,3235.0,1224
PB,GSE133028,5282.0,1730
PB,GSE133028,4007.0,1729
PB,GSE133028,4217.0,1341
PB,GSE133028,3385.0,1715
PB,GSE133028,4571.0,2141
PB,GSE133028,5596.0,2253
PB,GSE133028,3171.0,1439
PB,GSE133028,3165.0,1279
PB,GSE133028,1908.0,981
PB,GSE133028,2755.0,1171
PB,GSE133028,3245.0,1398
PB,GSE133028,3950.0,1345
PB,GSE133028,2285.0,1009
PB,GSE133028,4504.0,1686
PB,GSE133028,3734.0,1725
PB,GSE133028,3667.0,1626
PB,GSE133028,4348.0,1662
PB,GSE133028,3393.0,1540
PB,GSE133028,3863.0,1522
PB,GSE133028,2998.0,1588
PB,GSE133028,3853.0,1853
PB,GSE133028,5732.0,2107
PB,GSE133028,2713.0,1207
PB,GSE133028,3472.0,1325
PB,GSE133028,1901.0,1174
PB,GSE133028,2470.0,1112
PB,GSE133028,4282.0,1561
PB,GSE133028,3040.0,1214
PB,GSE133028,3841.0,1653
PB,GSE133028,5256.0,2333
PB,GSE133028,2884.0,1408
PB,GSE133028,5398.0,1846
PB,GSE133028,2601.0,1173
PB,GSE133028,2352.0,1107
PB,GSE133028,2252.0,1042
PB,GSE133028,3250.0,1447
PB,GSE133028,2353.0,1180
PB,GSE133028,5666.0,2182
PB,GSE133028,2407.0,1244
PB,GSE133028,3105.0,1384
PB,GSE133028,2560.0,1142
PB,GSE133028,2292.0,1309
PB,GSE133028,3624.0,1484
PB,GSE133028,2702.0,1610
PB,GSE133028,2681.0,1375
PB,GSE133028,2484.0,1380
PB,GSE133028,3992.0,1694
PB,GSE133028,3292.0,1376
PB,GSE133028,1439.0,776
PB,GSE133028,3147.0,1431
PB,GSE133028,2582.0,1153
PB,GSE133028,3751.0,1533
PB,GSE133028,5158.0,1647
PB,GSE133028,4015.0,1295
PB,GSE133028,3118.0,1407
PB,GSE133028,2784.0,1220
PB,GSE133028,2042.0,1000
PB,GSE133028,3179.0,1432
PB,GSE133028,2608.0,1326
PB,GSE133028,3751.0,1356
PB,GSE133028,2447.0,1075
PB,GSE133028,3130.0,1403
PB,GSE133028,3256.0,1443
PB,GSE133028,2416.0,1132
PB,GSE133028,1442.0,876
PB,GSE133028,2409.0,1170
PB,GSE133028,8351.0,3111
PB,GSE133028,4963.0,2044
PB,GSE133028,2106.0,1012
PB,GSE133028,3505.0,1558
PB,GSE133028,2091.0,1085
PB,GSE133028,3951.0,1597
PB,GSE133028,2840.0,1228
PB,GSE133028,2561.0,1385
PB,GSE133028,6395.0,2016
PB,GSE133028,5280.0,2103
PB,GSE133028,7698.0,2714
PB,GSE133028,3612.0,1413
PB,GSE133028,3795.0,1213
PB,GSE133028,5038.0,2226
PB,GSE133028,3654.0,1623
PB,GSE133028,2814.0,1300
PB,GSE133028,3359.0,1450
PB,GSE133028,3095.0,1516
PB,GSE133028,2947.0,1343
PB,GSE133028,12149.0,3898
PB,GSE133028,3071.0,1626
PB,GSE133028,1424.0,934
PB,GSE133028,6682.0,2714
PB,GSE133028,3476.0,1506
PB,GSE133028,2129.0,1172
PB,GSE133028,5056.0,1841
PB,GSE133028,2315.0,1280
PB,GSE133028,4112.0,1204
PB,GSE133028,2271.0,1155
PB,GSE133028,11874.0,3739
PB,GSE133028,3462.0,1455
PB,GSE133028,2114.0,1215
PB,GSE133028,2684.0,1180
PB,GSE133028,3020.0,1612
PB,GSE133028,2015.0,919
PB,GSE133028,3795.0,1392
PB,GSE133028,2397.0,983
PB,GSE133028,1997.0,932
PB,GSE133028,2988.0,1243
PB,GSE133028,2173.0,971
PB,GSE133028,1936.0,1090
PB,GSE133028,4798.0,1532
PB,GSE133028,1802.0,836
PB,GSE133028,1935.0,977
PB,GSE133028,1599.0,862
PB,GSE133028,3079.0,1327
PB,GSE133028,2263.0,877
PB,GSE133028,3607.0,1810
PB,GSE133028,3677.0,1746
PB,GSE133028,3139.0,1664
PB,GSE133028,2372.0,1384
PB,GSE133028,3802.0,1852
PB,GSE133028,3200.0,1523
PB,GSE133028,4014.0,1796
PB,GSE133028,4046.0,1841
PB,GSE133028,4859.0,2484
PB,GSE133028,7407.0,2708
PB,GSE133028,2575.0,1253
PB,GSE133028,8098.0,2500
PB,GSE133028,4144.0,1661
PB,GSE133028,2493.0,1174
PB,GSE133028,2893.0,1267
PB,GSE133028,18130.0,3341
PB,GSE133028,2466.0,1194
PB,GSE133028,3184.0,1258
PB,GSE133028,2712.0,1221
PB,GSE133028,1097.0,658
PB,GSE133028,3058.0,1351
PB,GSE133028,1271.0,786
PB,GSE133028,2984.0,1161
PB,GSE133028,2578.0,1250
PB,GSE133028,5499.0,2161
PB,GSE133028,1935.0,828
PB,GSE133028,2656.0,1264
PB,GSE133028,1849.0,905
PB,GSE133028,1281.0,803
PB,GSE133028,4724.0,1421
PB,GSE133028,2838.0,1244
PB,GSE133028,3069.0,1392
PB,GSE133028,3482.0,1418
PB,GSE133028,3667.0,1765
PB,GSE133028,4573.0,1727
PB,GSE133028,4006.0,1809
PB,GSE133028,4644.0,1596
PB,GSE133028,4034.0,1496
PB,GSE133028,3908.0,1389
PB,GSE133028,3543.0,1477
PB,GSE133028,2031.0,1154
PB,GSE133028,4922.0,1546
PB,GSE133028,2286.0,1259
PB,GSE133028,4010.0,1171
PB,GSE133028,3180.0,1399
PB,GSE133028,2963.0,1192
PB,GSE133028,3252.0,1161
PB,GSE133028,4628.0,2121
PB,GSE133028,4418.0,1623
PB,GSE133028,2817.0,1456
PB,GSE133028,3316.0,1383
PB,GSE133028,3560.0,1492
PB,GSE133028,7535.0,2819
PB,GSE133028,3817.0,1277
PB,GSE133028,3140.0,1354
PB,GSE133028,2494.0,1211
PB,GSE133028,3383.0,1497
PB,GSE133028,2149.0,1307
PB,GSE133028,3853.0,1415
PB,GSE133028,6042.0,2041
PB,GSE133028,4678.0,2000
PB,GSE133028,2282.0,1141
PB,GSE133028,2823.0,1230
PB,GSE133028,3032.0,1420
PB,GSE133028,3028.0,1368
PB,GSE133028,4227.0,2014
PB,GSE133028,3166.0,1314
PB,GSE133028,3295.0,1374
PB,GSE133028,2308.0,1349
PB,GSE133028,1652.0,991
PB,GSE133028,2613.0,1077
PB,GSE133028,10041.0,3241
PB,GSE133028,2628.0,1150
PB,GSE133028,1516.0,885
PB,GSE133028,4279.0,1423
PB,GSE133028,2583.0,1140
PB,GSE133028,3165.0,1197
PB,GSE133028,2095.0,1083
PB,GSE133028,3262.0,1349
PB,GSE133028,8581.0,3093
PB,GSE133028,2440.0,1217
PB,GSE133028,4431.0,2151
PB,GSE133028,11631.0,3894
PB,GSE133028,3683.0,1816
PB,GSE133028,3387.0,1540
PB,GSE133028,3157.0,1407
PB,GSE133028,3855.0,1448
PB,GSE133028,2808.0,1212
PB,GSE133028,2003.0,960
PB,GSE133028,3348.0,1208
PB,GSE133028,2022.0,1182
PB,GSE133028,2535.0,1320
PB,GSE133028,1694.0,789
PB,GSE133028,1991.0,988
PB,GSE133028,4071.0,1589
PB,GSE133028,6604.0,2386
PB,GSE133028,2620.0,1237
PB,GSE133028,3061.0,1695
PB,GSE133028,5952.0,2102
PB,GSE133028,4239.0,1784
PB,GSE133028,4257.0,1630
PB,GSE133028,3626.0,1653
PB,GSE133028,3175.0,1396
PB,GSE133028,5285.0,2573
PB,GSE133028,3263.0,1566
PB,GSE133028,2647.0,1251
PB,GSE133028,2556.0,1213
PB,GSE133028,4114.0,1623
PB,GSE133028,3160.0,1530
PB,GSE133028,2088.0,1124
PB,GSE133028,3574.0,1595
PB,GSE133028,9285.0,2563
PB,GSE133028,3125.0,1069
PB,GSE133028,2231.0,1020
PB,GSE133028,2245.0,1091
PB,GSE133028,2103.0,973
PB,GSE133028,1760.0,749
PB,GSE133028,2417.0,1160
PB,GSE133028,3092.0,1435
PB,GSE133028,2191.0,1037
PB,GSE133028,2974.0,1473
PB,GSE133028,2720.0,1356
PB,GSE133028,2622.0,1201
PB,GSE133028,2883.0,1253
PB,GSE133028,2835.0,1310
PB,GSE133028,2148.0,1021
PB,GSE133028,4907.0,2027
PB,GSE133028,2962.0,1273
PB,GSE133028,4246.0,1430
PB,GSE133028,1623.0,939
PB,GSE133028,3730.0,1915
PB,GSE133028,2863.0,1241
PB,GSE133028,6984.0,2257
PB,GSE133028,3377.0,1615
PB,GSE133028,2278.0,1115
PB,GSE133028,2798.0,1250
PB,GSE133028,3021.0,1249
PB,GSE133028,2028.0,1103
PB,GSE133028,3323.0,1536
PB,GSE133028,1745.0,847
PB,GSE133028,3348.0,1682
PB,GSE133028,4493.0,1829
PB,GSE133028,2001.0,951
PB,GSE133028,3034.0,1446
PB,GSE133028,2243.0,1396
PB,GSE133028,2238.0,1017
PB,GSE133028,3838.0,1560
PB,GSE133028,3721.0,1303
PB,GSE133028,3296.0,1434
PB,GSE133028,2751.0,1306
PB,GSE133028,2944.0,1473
PB,GSE133028,2307.0,1243
PB,GSE133028,4140.0,1432
PB,GSE133028,6162.0,2137
PB,GSE133028,1930.0,1120
PB,GSE133028,3425.0,1078
PB,GSE133028,2209.0,983
PB,GSE133028,2114.0,1049
PB,GSE133028,2946.0,982
PB,GSE133028,2823.0,1196
PB,GSE133028,2850.0,1258
PB,GSE133028,2752.0,1111
PB,GSE133028,5528.0,1777
PB,GSE133028,3197.0,1620
PB,GSE133028,1976.0,1048
PB,GSE133028,6160.0,2367
PB,GSE133028,2211.0,1060
PB,GSE133028,1045.0,714
PB,GSE133028,2946.0,1303
PB,GSE133028,2886.0,1374
PB,GSE133028,3431.0,1612
PB,GSE133028,2868.0,1330
PB,GSE133028,3187.0,1323
PB,GSE133028,2753.0,1151
PB,GSE133028,2389.0,1224
PB,GSE133028,1908.0,899
PB,GSE133028,2181.0,998
PB,GSE133028,3760.0,1425
PB,GSE133028,4939.0,1726
PB,GSE133028,3228.0,1297
PB,GSE133028,2681.0,1209
PB,GSE133028,3722.0,1725
PB,GSE133028,7678.0,2673
PB,GSE133028,2561.0,1476
PB,GSE133028,1641.0,1147
PB,GSE133028,2525.0,1321
PB,GSE133028,3336.0,1367
PB,GSE133028,3647.0,1297
PB,GSE133028,3482.0,1207
PB,GSE133028,2061.0,803
PB,GSE133028,3254.0,1487
PB,GSE133028,2678.0,1087
PB,GSE133028,1658.0,933
PB,GSE133028,2590.0,1039
PB,GSE133028,3847.0,1867
PB,GSE133028,3638.0,1520
PB,GSE133028,2422.0,1379
PB,GSE133028,2653.0,1400
PB,GSE133028,7414.0,2581
PB,GSE133028,1893.0,1045
PB,GSE133028,2594.0,1160
PB,GSE133028,2007.0,1223
PB,GSE133028,3757.0,1358
PB,GSE133028,2572.0,1198
PB,GSE133028,2976.0,1327
PB,GSE133028,2772.0,1198
PB,GSE133028,4138.0,1476
PB,GSE133028,2194.0,1168
PB,GSE133028,4887.0,2205
PB,GSE133028,2765.0,1483
PB,GSE133028,3454.0,2017
PB,GSE133028,1985.0,886
PB,GSE133028,4281.0,1766
PB,GSE133028,3051.0,1647
PB,GSE133028,3871.0,1358
PB,GSE133028,2543.0,1374
PB,GSE133028,4127.0,1310
PB,GSE133028,2205.0,1158
PB,GSE133028,2570.0,1154
PB,GSE133028,3591.0,1474
PB,GSE133028,3070.0,1274
PB,GSE133028,3368.0,1932
PB,GSE133028,2058.0,1057
PB,GSE133028,1735.0,992
PB,GSE133028,2769.0,1315
PB,GSE133028,4649.0,1528
PB,GSE133028,3622.0,1253
PB,GSE133028,4217.0,1586
PB,GSE133028,3986.0,1522
PB,GSE133028,2292.0,1147
PB,GSE133028,3914.0,1856
PB,GSE133028,2961.0,1223
PB,GSE133028,3043.0,1327
PB,GSE133028,2704.0,1139
PB,GSE133028,2788.0,1244
PB,GSE133028,4675.0,2239
PB,GSE133028,3199.0,1324
PB,GSE133028,3276.0,1339
PB,GSE133028,2408.0,1195
PB,GSE133028,2804.0,1276
PB,GSE133028,1353.0,702
PB,GSE133028,2746.0,1162
PB,GSE133028,3572.0,1217
PB,GSE133028,2585.0,1051
PB,GSE133028,6048.0,2570
PB,GSE133028,3692.0,1294
PB,GSE133028,2967.0,1198
PB,GSE133028,1485.0,981
PB,GSE133028,4306.0,1266
PB,GSE133028,3456.0,1395
PB,GSE133028,3028.0,1274
PB,GSE133028,2848.0,1284
PB,GSE133028,8168.0,2734
PB,GSE133028,2843.0,1025
PB,GSE133028,2130.0,1050
PB,GSE133028,4430.0,2054
PB,GSE133028,1986.0,1137
PB,GSE133028,2956.0,1522
PB,GSE133028,3068.0,1210
PB,GSE133028,4262.0,1808
PB,GSE133028,14698.0,4210
PB,GSE133028,2585.0,1386
PB,GSE133028,2793.0,1409
PB,GSE133028,2375.0,1305
PB,GSE133028,2468.0,1302
PB,GSE133028,2018.0,837
PB,GSE133028,3691.0,1611
PB,GSE133028,1134.0,682
PB,GSE133028,3768.0,1556
PB,GSE133028,15360.0,2824
PB,GSE133028,2914.0,1454
PB,GSE133028,3629.0,1254
PB,GSE133028,2905.0,1281
PB,GSE133028,2258.0,931
PB,GSE133028,4707.0,1696
PB,GSE133028,2789.0,1298
PB,GSE133028,3466.0,1440
PB,GSE133028,5009.0,2358
PB,GSE133028,4528.0,1641
PB,GSE133028,2713.0,1283
PB,GSE133028,2469.0,1115
PB,GSE133028,2640.0,1156
PB,GSE133028,1670.0,840
PB,GSE133028,2823.0,1194
PB,GSE133028,2859.0,1222
PB,GSE133028,3028.0,1133
PB,GSE133028,7280.0,2229
PB,GSE133028,2754.0,1214
PB,GSE133028,1877.0,813
PB,GSE133028,2532.0,1145
PB,GSE133028,6998.0,2232
PB,GSE133028,3793.0,1373
PB,GSE133028,4011.0,1256
PB,GSE133028,2573.0,1188
PB,GSE133028,3505.0,1271
PB,GSE133028,6086.0,2593
PB,GSE133028,3372.0,1324
PB,GSE133028,2900.0,1123
PB,GSE133028,2812.0,1544
PB,GSE133028,2179.0,992
PB,GSE133028,2809.0,1439
PB,GSE133028,3144.0,1499
PB,GSE133028,3233.0,1157
PB,GSE133028,2734.0,1352
PB,GSE133028,2218.0,1119
PB,GSE133028,2146.0,1201
PB,GSE133028,2446.0,1153
PB,GSE133028,2843.0,1540
PB,GSE133028,2752.0,1259
PB,GSE133028,3521.0,1799
PB,GSE133028,3512.0,1542
PB,GSE133028,2170.0,1261
PB,GSE133028,2674.0,1232
PB,GSE133028,1164.0,686
PB,GSE133028,2992.0,1442
PB,GSE133028,2963.0,1346
PB,GSE133028,12350.0,3961
PB,GSE133028,5209.0,2304
PB,GSE133028,3532.0,1925
PB,GSE133028,3570.0,1520
PB,GSE133028,3222.0,1251
PB,GSE133028,1809.0,769
PB,GSE133028,1847.0,811
PB,GSE133028,1917.0,1079
PB,GSE133028,1874.0,999
PB,GSE133028,2382.0,991
PB,GSE133028,3371.0,1412
PB,GSE133028,2183.0,1095
PB,GSE133028,3165.0,1352
PB,GSE133028,1960.0,1137
PB,GSE133028,5343.0,2144
PB,GSE133028,3045.0,1248
PB,GSE133028,2011.0,1048
PB,GSE133028,2513.0,1057
PB,GSE133028,2350.0,1139
PB,GSE133028,4150.0,1582
PB,GSE133028,2375.0,1157
PB,GSE133028,4582.0,1871
PB,GSE133028,3912.0,1707
PB,GSE133028,4066.0,1395
PB,GSE133028,2125.0,1127
PB,GSE133028,4582.0,1532
PB,GSE133028,3564.0,1255
PB,GSE133028,2000.0,869
PB,GSE133028,6506.0,2242
PB,GSE133028,2591.0,1295
PB,GSE133028,2599.0,1166
PB,GSE133028,2157.0,1367
PB,GSE133028,5174.0,2007
PB,GSE133028,5951.0,2501
PB,GSE133028,2789.0,1215
PB,GSE133028,7581.0,2791
PB,GSE133028,2697.0,1204
PB,GSE133028,3435.0,1335
PB,GSE133028,2407.0,1162
PB,GSE133028,4337.0,2190
PB,GSE133028,7289.0,2872
PB,GSE133028,2505.0,1302
PB,GSE133028,2361.0,1314
PB,GSE133028,4300.0,1713
PB,GSE133028,2735.0,1348
PB,GSE133028,1180.0,769
PB,GSE133028,3004.0,1335
PB,GSE133028,2094.0,1157
PB,GSE133028,4773.0,1926
PB,GSE133028,3212.0,1425
PB,GSE133028,3484.0,1209
PB,GSE133028,2361.0,1042
PB,GSE133028,3508.0,1319
PB,GSE133028,4340.0,1542
PB,GSE133028,3407.0,1354
PB,GSE133028,8423.0,3200
PB,GSE133028,3670.0,1474
PB,GSE133028,1779.0,858
PB,GSE133028,1190.0,801
PB,GSE133028,3284.0,1228
PB,GSE133028,2470.0,1234
PB,GSE133028,4056.0,1681
PB,GSE133028,5345.0,2188
PB,GSE133028,3924.0,1499
PB,GSE133028,3580.0,1657
PB,GSE133028,2406.0,989
PB,GSE133028,2227.0,1128
PB,GSE133028,2849.0,1092
PB,GSE133028,5346.0,1833
PB,GSE133028,5349.0,2323
PB,GSE133028,2010.0,678
PB,GSE133028,3420.0,1360
PB,GSE133028,2575.0,1124
PB,GSE133028,3421.0,1219
PB,GSE133028,2461.0,1172
PB,GSE133028,2695.0,1198
PB,GSE133028,4385.0,1981
PB,GSE133028,3600.0,1355
PB,GSE133028,2429.0,1005
PB,GSE133028,5477.0,2427
PB,GSE133028,1702.0,922
PB,GSE133028,3420.0,1247
PB,GSE133028,2057.0,1010
PB,GSE133028,1636.0,898
PB,GSE133028,643.0,497
PB,GSE133028,9491.0,3747
PB,GSE133028,3007.0,1463
PB,GSE133028,2545.0,1082
PB,GSE133028,5316.0,2189
PB,GSE133028,2697.0,1239
PB,GSE133028,3524.0,1327
PB,GSE133028,2704.0,1172
PB,GSE133028,3148.0,1541
PB,GSE133028,2498.0,1181
PB,GSE133028,4782.0,2146
PB,GSE133028,2140.0,1260
PB,GSE133028,2674.0,1234
PB,GSE133028,3383.0,1479
PB,GSE133028,3315.0,1453
PB,GSE133028,4078.0,2007
PB,GSE133028,3150.0,1125
PB,GSE133028,4600.0,1687
PB,GSE133028,2540.0,991
PB,GSE133028,1857.0,950
PB,GSE133028,4388.0,1514
PB,GSE133028,3232.0,1388
PB,GSE133028,1805.0,922
PB,GSE133028,1922.0,987
PB,GSE133028,3445.0,1313
PB,GSE133028,1739.0,881
PB,GSE133028,3478.0,1195
PB,GSE133028,2125.0,1105
PB,GSE133028,2318.0,1198
PB,GSE133028,4075.0,1957
PB,GSE133028,3066.0,1286
PB,GSE133028,2977.0,1133
PB,GSE133028,2547.0,1220
PB,GSE133028,1606.0,999
PB,GSE133028,3052.0,1377
PB,GSE133028,2059.0,1088
PB,GSE133028,1194.0,749
PB,GSE133028,1948.0,1037
PB,GSE133028,4311.0,1946
PB,GSE133028,1744.0,911
PB,GSE133028,2398.0,1029
PB,GSE133028,3358.0,1668
PB,GSE133028,2022.0,1052
PB,GSE133028,2059.0,971
PB,GSE133028,1666.0,917
PB,GSE133028,2472.0,1089
PB,GSE133028,2837.0,1334
PB,GSE133028,3932.0,1583
PB,GSE133028,4877.0,1979
PB,GSE133028,5950.0,2372
PB,GSE133028,1645.0,950
PB,GSE133028,2749.0,1330
PB,GSE133028,2864.0,1251
PB,GSE133028,4797.0,1505
PB,GSE133028,3467.0,1240
PB,GSE133028,2953.0,1518
PB,GSE133028,2252.0,1082
PB,GSE133028,2439.0,1247
PB,GSE133028,2620.0,980
PB,GSE133028,2162.0,997
PB,GSE133028,2709.0,1084
PB,GSE133028,4170.0,1323
PB,GSE133028,3781.0,1417
PB,GSE133028,2891.0,1390
PB,GSE133028,4431.0,2052
PB,GSE133028,2465.0,1188
PB,GSE133028,5872.0,2342
PB,GSE133028,2424.0,1311
PB,GSE133028,4293.0,2040
PB,GSE133028,2379.0,898
PB,GSE133028,3347.0,1290
PB,GSE133028,1939.0,1162
PB,GSE133028,3482.0,1153
PB,GSE133028,2013.0,928
PB,GSE133028,3244.0,1542
PB,GSE133028,1347.0,765
PB,GSE133028,2631.0,1472
PB,GSE133028,3233.0,1350
PB,GSE133028,4363.0,1444
PB,GSE133028,3123.0,1599
PB,GSE133028,3216.0,1267
PB,GSE133028,5159.0,2013
PB,GSE133028,3359.0,1352
PB,GSE133028,4111.0,1257
PB,GSE133028,2723.0,1199
PB,GSE133028,3405.0,1491
PB,GSE133028,4057.0,1519
PB,GSE133028,4710.0,1465
PB,GSE133028,3410.0,1246
PB,GSE133028,3321.0,1461
PB,GSE133028,4558.0,1599
PB,GSE133028,3990.0,1345
PB,GSE133028,5321.0,1707
PB,GSE133028,2095.0,860
PB,GSE133028,1240.0,865
PB,GSE133028,3023.0,1612
PB,GSE133028,5733.0,1826
PB,GSE133028,1694.0,1017
PB,GSE133028,3613.0,1254
PB,GSE133028,671.0,446
PB,GSE133028,4935.0,1637
PB,GSE133028,4078.0,1517
PB,GSE133028,2346.0,989
PB,GSE133028,2661.0,1367
PB,GSE133028,3735.0,1492
PB,GSE133028,4311.0,1668
PB,GSE133028,5182.0,2387
PB,GSE133028,891.0,603
PB,GSE133028,5129.0,1625
PB,GSE133028,4252.0,1154
PB,GSE133028,8531.0,2714
PB,GSE133028,6561.0,2002
PB,GSE133028,2723.0,1218
PB,GSE133028,4218.0,1493
PB,GSE133028,5358.0,1797
PB,GSE133028,12051.0,3404
PB,GSE133028,2129.0,1219
PB,GSE133028,3335.0,1293
PB,GSE133028,4193.0,1422
PB,GSE133028,4263.0,1850
PB,GSE133028,5774.0,1769
PB,GSE133028,4612.0,1708
